id_comb;id_data;nome_comb;tipo_comb;custo_comb
6;271;Ipimax Diesel S10 Aditivado;Aditivado;5.20
5;271;Ipimax Etanol Aditivado;Aditivado;4.35
1;271;Original gasolina;Comum;3.50
2;271;Original Diesel ;Comum;4.14
3;271;Original Etanol ;Comum;3.28
7;271;Ipimax Pro Gasolina Premium Aditivada;Premium;5.84
4;272;Ipimax Gasolina Aditivada;Aditivado;4.99
6;272;Ipimax Diesel S10 Aditivado;Aditivado;5.20
5;272;Ipimax Etanol Aditivado;Aditivado;4.35
1;272;Original gasolina;Comum;3.50
2;272;Original Diesel ;Comum;4.14
3;272;Original Etanol ;Comum;3.28
7;272;Ipimax Pro Gasolina Premium Aditivada;Premium;5.84
4;273;Ipimax Gasolina Aditivada;Aditivado;4.99
6;273;Ipimax Diesel S10 Aditivado;Aditivado;5.20
5;273;Ipimax Etanol Aditivado;Aditivado;4.35
1;273;Original gasolina;Comum;3.50
2;273;Original Diesel ;Comum;4.14
3;273;Original Etanol ;Comum;3.28
7;273;Ipimax Pro Gasolina Premium Aditivada;Premium;5.84
4;274;Ipimax Gasolina Aditivada;Aditivado;5.01
6;274;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;274;Ipimax Etanol Aditivado;Aditivado;4.37
1;274;Original gasolina;Comum;3.51
2;274;Original Diesel ;Comum;4.16
3;274;Original Etanol ;Comum;3.30
7;274;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;275;Ipimax Gasolina Aditivada;Aditivado;5.01
6;275;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;275;Ipimax Etanol Aditivado;Aditivado;4.37
1;275;Original gasolina;Comum;3.51
2;275;Original Diesel ;Comum;4.16
3;275;Original Etanol ;Comum;3.30
7;275;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;276;Ipimax Gasolina Aditivada;Aditivado;5.01
6;276;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;276;Ipimax Etanol Aditivado;Aditivado;4.37
1;276;Original gasolina;Comum;3.51
2;276;Original Diesel ;Comum;4.16
3;276;Original Etanol ;Comum;3.30
7;276;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;277;Ipimax Gasolina Aditivada;Aditivado;5.01
6;277;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;277;Ipimax Etanol Aditivado;Aditivado;4.37
1;277;Original gasolina;Comum;3.51
2;277;Original Diesel ;Comum;4.16
3;277;Original Etanol ;Comum;3.30
7;277;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;278;Ipimax Gasolina Aditivada;Aditivado;5.01
6;278;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;278;Ipimax Etanol Aditivado;Aditivado;4.37
1;278;Original gasolina;Comum;3.51
2;278;Original Diesel ;Comum;4.16
3;278;Original Etanol ;Comum;3.30
7;278;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;279;Ipimax Gasolina Aditivada;Aditivado;5.01
6;279;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;279;Ipimax Etanol Aditivado;Aditivado;4.37
1;279;Original gasolina;Comum;3.51
2;279;Original Diesel ;Comum;4.16
3;279;Original Etanol ;Comum;3.30
7;279;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;280;Ipimax Gasolina Aditivada;Aditivado;5.01
6;280;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;280;Ipimax Etanol Aditivado;Aditivado;4.37
1;280;Original gasolina;Comum;3.51
2;280;Original Diesel ;Comum;4.16
3;280;Original Etanol ;Comum;3.30
7;280;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;281;Ipimax Gasolina Aditivada;Aditivado;5.01
6;281;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;281;Ipimax Etanol Aditivado;Aditivado;4.37
1;281;Original gasolina;Comum;3.51
2;281;Original Diesel ;Comum;4.16
3;281;Original Etanol ;Comum;3.30
7;281;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;282;Ipimax Gasolina Aditivada;Aditivado;5.01
6;282;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;282;Ipimax Etanol Aditivado;Aditivado;4.37
1;282;Original gasolina;Comum;3.51
2;282;Original Diesel ;Comum;4.16
3;282;Original Etanol ;Comum;3.30
7;282;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;283;Ipimax Gasolina Aditivada;Aditivado;5.01
6;283;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;283;Ipimax Etanol Aditivado;Aditivado;4.37
1;283;Original gasolina;Comum;3.51
2;283;Original Diesel ;Comum;4.16
3;283;Original Etanol ;Comum;3.30
7;283;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;284;Ipimax Gasolina Aditivada;Aditivado;5.01
6;284;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;284;Ipimax Etanol Aditivado;Aditivado;4.37
1;284;Original gasolina;Comum;3.51
2;284;Original Diesel ;Comum;4.16
3;284;Original Etanol ;Comum;3.30
7;284;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;285;Ipimax Gasolina Aditivada;Aditivado;5.01
6;285;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;285;Ipimax Etanol Aditivado;Aditivado;4.37
1;285;Original gasolina;Comum;3.51
2;285;Original Diesel ;Comum;4.16
3;285;Original Etanol ;Comum;3.30
7;285;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;286;Ipimax Gasolina Aditivada;Aditivado;5.01
6;286;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;286;Ipimax Etanol Aditivado;Aditivado;4.37
1;286;Original gasolina;Comum;3.51
2;286;Original Diesel ;Comum;4.16
3;286;Original Etanol ;Comum;3.30
7;286;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;287;Ipimax Gasolina Aditivada;Aditivado;5.01
6;287;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;287;Ipimax Etanol Aditivado;Aditivado;4.37
1;287;Original gasolina;Comum;3.51
2;287;Original Diesel ;Comum;4.16
3;287;Original Etanol ;Comum;3.30
7;287;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;288;Ipimax Gasolina Aditivada;Aditivado;5.01
6;288;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;288;Ipimax Etanol Aditivado;Aditivado;4.37
1;288;Original gasolina;Comum;3.51
2;288;Original Diesel ;Comum;4.16
3;288;Original Etanol ;Comum;3.30
7;288;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;289;Ipimax Gasolina Aditivada;Aditivado;5.01
6;289;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;289;Ipimax Etanol Aditivado;Aditivado;4.37
1;289;Original gasolina;Comum;3.51
2;289;Original Diesel ;Comum;4.16
3;289;Original Etanol ;Comum;3.30
7;289;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;290;Ipimax Gasolina Aditivada;Aditivado;5.01
6;290;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;290;Ipimax Etanol Aditivado;Aditivado;4.37
1;290;Original gasolina;Comum;3.51
2;290;Original Diesel ;Comum;4.16
3;290;Original Etanol ;Comum;3.30
7;290;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;291;Ipimax Gasolina Aditivada;Aditivado;5.01
6;291;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;291;Ipimax Etanol Aditivado;Aditivado;4.37
1;291;Original gasolina;Comum;3.51
2;291;Original Diesel ;Comum;4.16
3;291;Original Etanol ;Comum;3.30
7;291;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;292;Ipimax Gasolina Aditivada;Aditivado;5.01
6;292;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;292;Ipimax Etanol Aditivado;Aditivado;4.37
1;292;Original gasolina;Comum;3.51
2;292;Original Diesel ;Comum;4.16
3;292;Original Etanol ;Comum;3.30
7;292;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;293;Ipimax Gasolina Aditivada;Aditivado;5.01
6;293;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;293;Ipimax Etanol Aditivado;Aditivado;4.37
1;293;Original gasolina;Comum;3.51
2;293;Original Diesel ;Comum;4.16
3;293;Original Etanol ;Comum;3.30
7;293;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;294;Ipimax Gasolina Aditivada;Aditivado;5.01
6;294;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;294;Ipimax Etanol Aditivado;Aditivado;4.37
1;294;Original gasolina;Comum;3.51
2;294;Original Diesel ;Comum;4.16
3;294;Original Etanol ;Comum;3.30
7;294;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;295;Ipimax Gasolina Aditivada;Aditivado;5.01
6;295;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;295;Ipimax Etanol Aditivado;Aditivado;4.37
1;295;Original gasolina;Comum;3.51
2;295;Original Diesel ;Comum;4.16
3;295;Original Etanol ;Comum;3.30
7;295;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;296;Ipimax Gasolina Aditivada;Aditivado;5.01
6;296;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;296;Ipimax Etanol Aditivado;Aditivado;4.37
1;296;Original gasolina;Comum;3.51
2;296;Original Diesel ;Comum;4.16
3;296;Original Etanol ;Comum;3.30
7;296;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;297;Ipimax Gasolina Aditivada;Aditivado;5.01
6;297;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;297;Ipimax Etanol Aditivado;Aditivado;4.37
1;297;Original gasolina;Comum;3.51
2;297;Original Diesel ;Comum;4.16
3;297;Original Etanol ;Comum;3.30
7;297;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;298;Ipimax Gasolina Aditivada;Aditivado;5.01
6;298;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;298;Ipimax Etanol Aditivado;Aditivado;4.37
1;298;Original gasolina;Comum;3.51
2;298;Original Diesel ;Comum;4.16
3;298;Original Etanol ;Comum;3.30
7;298;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;299;Ipimax Gasolina Aditivada;Aditivado;5.01
6;299;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;299;Ipimax Etanol Aditivado;Aditivado;4.37
1;299;Original gasolina;Comum;3.51
2;299;Original Diesel ;Comum;4.16
3;299;Original Etanol ;Comum;3.30
7;299;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;300;Ipimax Gasolina Aditivada;Aditivado;5.01
6;300;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;300;Ipimax Etanol Aditivado;Aditivado;4.37
1;300;Original gasolina;Comum;3.51
2;300;Original Diesel ;Comum;4.16
3;300;Original Etanol ;Comum;3.30
7;300;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;301;Ipimax Gasolina Aditivada;Aditivado;5.01
6;301;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;301;Ipimax Etanol Aditivado;Aditivado;4.37
1;301;Original gasolina;Comum;3.51
2;301;Original Diesel ;Comum;4.16
3;301;Original Etanol ;Comum;3.30
7;301;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;302;Ipimax Gasolina Aditivada;Aditivado;5.01
6;302;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;302;Ipimax Etanol Aditivado;Aditivado;4.37
1;302;Original gasolina;Comum;3.51
2;302;Original Diesel ;Comum;4.16
3;302;Original Etanol ;Comum;3.30
7;302;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;303;Ipimax Gasolina Aditivada;Aditivado;5.01
6;303;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;303;Ipimax Etanol Aditivado;Aditivado;4.37
1;303;Original gasolina;Comum;3.51
2;303;Original Diesel ;Comum;4.16
3;303;Original Etanol ;Comum;3.30
7;303;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;304;Ipimax Gasolina Aditivada;Aditivado;5.01
6;304;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;304;Ipimax Etanol Aditivado;Aditivado;4.37
1;304;Original gasolina;Comum;3.51
2;304;Original Diesel ;Comum;4.16
3;304;Original Etanol ;Comum;3.30
7;304;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;305;Ipimax Gasolina Aditivada;Aditivado;5.01
6;305;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;305;Ipimax Etanol Aditivado;Aditivado;4.37
1;305;Original gasolina;Comum;3.51
2;305;Original Diesel ;Comum;4.16
3;305;Original Etanol ;Comum;3.30
7;305;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;306;Ipimax Gasolina Aditivada;Aditivado;5.01
6;306;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;306;Ipimax Etanol Aditivado;Aditivado;4.37
1;306;Original gasolina;Comum;3.51
2;306;Original Diesel ;Comum;4.16
3;306;Original Etanol ;Comum;3.30
7;306;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;307;Ipimax Gasolina Aditivada;Aditivado;5.01
6;307;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;307;Ipimax Etanol Aditivado;Aditivado;4.37
1;307;Original gasolina;Comum;3.51
2;307;Original Diesel ;Comum;4.16
3;307;Original Etanol ;Comum;3.30
7;307;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;308;Ipimax Gasolina Aditivada;Aditivado;5.01
6;308;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;308;Ipimax Etanol Aditivado;Aditivado;4.37
1;308;Original gasolina;Comum;3.51
2;308;Original Diesel ;Comum;4.16
3;308;Original Etanol ;Comum;3.30
7;308;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;309;Ipimax Gasolina Aditivada;Aditivado;5.01
6;309;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;309;Ipimax Etanol Aditivado;Aditivado;4.37
1;309;Original gasolina;Comum;3.51
2;309;Original Diesel ;Comum;4.16
3;309;Original Etanol ;Comum;3.30
7;309;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;310;Ipimax Gasolina Aditivada;Aditivado;5.01
6;310;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;310;Ipimax Etanol Aditivado;Aditivado;4.37
1;310;Original gasolina;Comum;3.51
2;310;Original Diesel ;Comum;4.16
3;310;Original Etanol ;Comum;3.30
7;310;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;311;Ipimax Gasolina Aditivada;Aditivado;5.01
6;311;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;311;Ipimax Etanol Aditivado;Aditivado;4.37
1;311;Original gasolina;Comum;3.51
2;311;Original Diesel ;Comum;4.16
3;311;Original Etanol ;Comum;3.30
7;311;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;312;Ipimax Gasolina Aditivada;Aditivado;5.01
6;312;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;312;Ipimax Etanol Aditivado;Aditivado;4.37
1;312;Original gasolina;Comum;3.51
2;312;Original Diesel ;Comum;4.16
3;312;Original Etanol ;Comum;3.30
7;312;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;313;Ipimax Gasolina Aditivada;Aditivado;5.01
6;313;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;313;Ipimax Etanol Aditivado;Aditivado;4.37
1;313;Original gasolina;Comum;3.51
2;313;Original Diesel ;Comum;4.16
3;313;Original Etanol ;Comum;3.30
7;313;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;314;Ipimax Gasolina Aditivada;Aditivado;5.01
6;314;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;314;Ipimax Etanol Aditivado;Aditivado;4.37
1;314;Original gasolina;Comum;3.51
2;314;Original Diesel ;Comum;4.16
3;314;Original Etanol ;Comum;3.30
7;314;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;315;Ipimax Gasolina Aditivada;Aditivado;5.01
6;315;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;315;Ipimax Etanol Aditivado;Aditivado;4.37
1;315;Original gasolina;Comum;3.51
2;315;Original Diesel ;Comum;4.16
3;315;Original Etanol ;Comum;3.30
7;315;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;316;Ipimax Gasolina Aditivada;Aditivado;5.01
6;316;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;316;Ipimax Etanol Aditivado;Aditivado;4.37
1;316;Original gasolina;Comum;3.51
2;316;Original Diesel ;Comum;4.16
3;316;Original Etanol ;Comum;3.30
7;316;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;317;Ipimax Gasolina Aditivada;Aditivado;5.01
6;317;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;317;Ipimax Etanol Aditivado;Aditivado;4.37
1;317;Original gasolina;Comum;3.51
2;317;Original Diesel ;Comum;4.16
3;317;Original Etanol ;Comum;3.30
7;317;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;318;Ipimax Gasolina Aditivada;Aditivado;5.01
6;318;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;318;Ipimax Etanol Aditivado;Aditivado;4.37
1;318;Original gasolina;Comum;3.51
2;318;Original Diesel ;Comum;4.16
3;318;Original Etanol ;Comum;3.30
7;318;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;319;Ipimax Gasolina Aditivada;Aditivado;5.01
6;319;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;319;Ipimax Etanol Aditivado;Aditivado;4.37
1;319;Original gasolina;Comum;3.51
2;319;Original Diesel ;Comum;4.16
3;319;Original Etanol ;Comum;3.30
7;319;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;320;Ipimax Gasolina Aditivada;Aditivado;5.01
6;320;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;320;Ipimax Etanol Aditivado;Aditivado;4.37
1;320;Original gasolina;Comum;3.51
2;320;Original Diesel ;Comum;4.16
3;320;Original Etanol ;Comum;3.30
7;320;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;321;Ipimax Gasolina Aditivada;Aditivado;5.01
6;321;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;321;Ipimax Etanol Aditivado;Aditivado;4.37
1;321;Original gasolina;Comum;3.51
2;321;Original Diesel ;Comum;4.16
3;321;Original Etanol ;Comum;3.30
7;321;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;322;Ipimax Gasolina Aditivada;Aditivado;5.01
6;322;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;322;Ipimax Etanol Aditivado;Aditivado;4.37
1;322;Original gasolina;Comum;3.51
2;322;Original Diesel ;Comum;4.16
3;322;Original Etanol ;Comum;3.30
7;322;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;323;Ipimax Gasolina Aditivada;Aditivado;5.01
6;323;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;323;Ipimax Etanol Aditivado;Aditivado;4.37
1;323;Original gasolina;Comum;3.51
2;323;Original Diesel ;Comum;4.16
3;323;Original Etanol ;Comum;3.30
7;323;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;324;Ipimax Gasolina Aditivada;Aditivado;5.01
6;324;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;324;Ipimax Etanol Aditivado;Aditivado;4.37
1;324;Original gasolina;Comum;3.51
2;324;Original Diesel ;Comum;4.16
3;324;Original Etanol ;Comum;3.30
7;324;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;325;Ipimax Gasolina Aditivada;Aditivado;5.01
6;325;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;325;Ipimax Etanol Aditivado;Aditivado;4.37
1;325;Original gasolina;Comum;3.51
2;325;Original Diesel ;Comum;4.16
3;325;Original Etanol ;Comum;3.30
7;325;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;326;Ipimax Gasolina Aditivada;Aditivado;5.01
6;326;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;326;Ipimax Etanol Aditivado;Aditivado;4.37
1;326;Original gasolina;Comum;3.51
2;326;Original Diesel ;Comum;4.16
3;326;Original Etanol ;Comum;3.30
7;326;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;327;Ipimax Gasolina Aditivada;Aditivado;5.01
6;327;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;327;Ipimax Etanol Aditivado;Aditivado;4.37
1;327;Original gasolina;Comum;3.51
2;327;Original Diesel ;Comum;4.16
3;327;Original Etanol ;Comum;3.30
7;327;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;328;Ipimax Gasolina Aditivada;Aditivado;5.01
6;328;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;328;Ipimax Etanol Aditivado;Aditivado;4.37
1;328;Original gasolina;Comum;3.51
2;328;Original Diesel ;Comum;4.16
3;328;Original Etanol ;Comum;3.30
7;328;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;329;Ipimax Gasolina Aditivada;Aditivado;5.01
6;329;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;329;Ipimax Etanol Aditivado;Aditivado;4.37
1;329;Original gasolina;Comum;3.51
2;329;Original Diesel ;Comum;4.16
3;329;Original Etanol ;Comum;3.30
7;329;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;330;Ipimax Gasolina Aditivada;Aditivado;5.01
6;330;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;330;Ipimax Etanol Aditivado;Aditivado;4.37
1;330;Original gasolina;Comum;3.51
2;330;Original Diesel ;Comum;4.16
3;330;Original Etanol ;Comum;3.30
7;330;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;331;Ipimax Gasolina Aditivada;Aditivado;5.01
6;331;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;331;Ipimax Etanol Aditivado;Aditivado;4.37
1;331;Original gasolina;Comum;3.51
2;331;Original Diesel ;Comum;4.16
3;331;Original Etanol ;Comum;3.30
7;331;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;332;Ipimax Gasolina Aditivada;Aditivado;5.01
6;332;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;332;Ipimax Etanol Aditivado;Aditivado;4.37
1;332;Original gasolina;Comum;3.51
2;332;Original Diesel ;Comum;4.16
3;332;Original Etanol ;Comum;3.30
7;332;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;333;Ipimax Gasolina Aditivada;Aditivado;5.01
6;333;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;333;Ipimax Etanol Aditivado;Aditivado;4.37
1;333;Original gasolina;Comum;3.51
2;333;Original Diesel ;Comum;4.16
3;333;Original Etanol ;Comum;3.30
7;333;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;334;Ipimax Gasolina Aditivada;Aditivado;5.01
6;334;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;334;Ipimax Etanol Aditivado;Aditivado;4.37
1;334;Original gasolina;Comum;3.51
2;334;Original Diesel ;Comum;4.16
3;334;Original Etanol ;Comum;3.30
7;334;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;335;Ipimax Gasolina Aditivada;Aditivado;5.01
6;335;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;335;Ipimax Etanol Aditivado;Aditivado;4.37
1;335;Original gasolina;Comum;3.51
2;335;Original Diesel ;Comum;4.16
3;335;Original Etanol ;Comum;3.30
7;335;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;336;Ipimax Gasolina Aditivada;Aditivado;5.01
6;336;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;336;Ipimax Etanol Aditivado;Aditivado;4.37
1;336;Original gasolina;Comum;3.51
2;336;Original Diesel ;Comum;4.16
3;336;Original Etanol ;Comum;3.30
7;336;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;337;Ipimax Gasolina Aditivada;Aditivado;5.01
6;337;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;337;Ipimax Etanol Aditivado;Aditivado;4.37
1;337;Original gasolina;Comum;3.51
2;337;Original Diesel ;Comum;4.16
3;337;Original Etanol ;Comum;3.30
7;337;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;338;Ipimax Gasolina Aditivada;Aditivado;5.01
6;338;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;338;Ipimax Etanol Aditivado;Aditivado;4.37
1;338;Original gasolina;Comum;3.51
2;338;Original Diesel ;Comum;4.16
3;338;Original Etanol ;Comum;3.30
7;338;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;339;Ipimax Gasolina Aditivada;Aditivado;5.01
6;339;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;339;Ipimax Etanol Aditivado;Aditivado;4.37
1;339;Original gasolina;Comum;3.51
2;339;Original Diesel ;Comum;4.16
3;339;Original Etanol ;Comum;3.30
7;339;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;340;Ipimax Gasolina Aditivada;Aditivado;5.01
6;340;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;340;Ipimax Etanol Aditivado;Aditivado;4.37
1;340;Original gasolina;Comum;3.51
2;340;Original Diesel ;Comum;4.16
3;340;Original Etanol ;Comum;3.30
7;340;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;341;Ipimax Gasolina Aditivada;Aditivado;5.01
6;341;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;341;Ipimax Etanol Aditivado;Aditivado;4.37
1;341;Original gasolina;Comum;3.51
2;341;Original Diesel ;Comum;4.16
3;341;Original Etanol ;Comum;3.30
7;341;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;342;Ipimax Gasolina Aditivada;Aditivado;5.01
6;342;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;342;Ipimax Etanol Aditivado;Aditivado;4.37
1;342;Original gasolina;Comum;3.51
2;342;Original Diesel ;Comum;4.16
3;342;Original Etanol ;Comum;3.30
7;342;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;343;Ipimax Gasolina Aditivada;Aditivado;5.01
6;343;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;343;Ipimax Etanol Aditivado;Aditivado;4.37
1;343;Original gasolina;Comum;3.51
2;343;Original Diesel ;Comum;4.16
3;343;Original Etanol ;Comum;3.30
7;343;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;344;Ipimax Gasolina Aditivada;Aditivado;5.01
6;344;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;344;Ipimax Etanol Aditivado;Aditivado;4.37
1;344;Original gasolina;Comum;3.51
2;344;Original Diesel ;Comum;4.16
3;344;Original Etanol ;Comum;3.30
7;344;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;345;Ipimax Gasolina Aditivada;Aditivado;5.01
6;345;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;345;Ipimax Etanol Aditivado;Aditivado;4.37
1;345;Original gasolina;Comum;3.51
2;345;Original Diesel ;Comum;4.16
3;345;Original Etanol ;Comum;3.30
7;345;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;346;Ipimax Gasolina Aditivada;Aditivado;5.01
6;346;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;346;Ipimax Etanol Aditivado;Aditivado;4.37
1;346;Original gasolina;Comum;3.51
2;346;Original Diesel ;Comum;4.16
3;346;Original Etanol ;Comum;3.30
7;346;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
