id_registro,id_comb,id_data,nome_comb,tipo_comb,custo_comb,revenda_comb
15888,6,71,"Ipimax Diesel S10 Aditivado",Aditivado,4.88,6.1
15889,5,71,"Ipimax Etanol Aditivado",Aditivado,4.08,5.1
15890,1,71,"Original gasolina",Comum,3.28,4.1
15891,2,71,"Original Diesel ",Comum,3.88,4.85
15892,3,71,"Original Etanol ",Comum,3.08,3.85
15894,4,72,"Ipimax Gasolina Aditivada",Aditivado,4.68,5.85
15895,6,72,"Ipimax Diesel S10 Aditivado",Aditivado,4.88,6.1
15896,5,72,"Ipimax Etanol Aditivado",Aditivado,4.08,5.1
15897,1,72,"Original gasolina",Comum,3.28,4.1
15898,2,72,"Original Diesel ",Comum,3.88,4.85
15899,3,72,"Original Etanol ",Comum,3.08,3.85
15901,4,73,"Ipimax Gasolina Aditivada",Aditivado,4.68,5.85
15902,6,73,"Ipimax Diesel S10 Aditivado",Aditivado,4.88,6.1
15903,5,73,"Ipimax Etanol Aditivado",Aditivado,4.08,5.1
15904,1,73,"Original gasolina",Comum,3.28,4.1
15905,2,73,"Original Diesel ",Comum,3.88,4.85
15906,3,73,"Original Etanol ",Comum,3.08,3.85
15908,4,74,"Ipimax Gasolina Aditivada",Aditivado,4.68,5.85
15909,6,74,"Ipimax Diesel S10 Aditivado",Aditivado,4.88,6.1
15910,5,74,"Ipimax Etanol Aditivado",Aditivado,4.08,5.1
15911,1,74,"Original gasolina",Comum,3.28,4.1
15912,2,74,"Original Diesel ",Comum,3.88,4.85
15913,3,74,"Original Etanol ",Comum,3.08,3.85
15915,4,75,"Ipimax Gasolina Aditivada",Aditivado,4.68,5.85
15916,6,75,"Ipimax Diesel S10 Aditivado",Aditivado,4.88,6.1
15917,5,75,"Ipimax Etanol Aditivado",Aditivado,4.08,5.1
15918,1,75,"Original gasolina",Comum,3.28,4.1
15919,2,75,"Original Diesel ",Comum,3.88,4.85
15920,3,75,"Original Etanol ",Comum,3.08,3.85
15922,4,76,"Ipimax Gasolina Aditivada",Aditivado,4.68,5.85
15923,6,76,"Ipimax Diesel S10 Aditivado",Aditivado,4.88,6.1
15924,5,76,"Ipimax Etanol Aditivado",Aditivado,4.08,5.1
15925,1,76,"Original gasolina",Comum,3.28,4.1
15926,2,76,"Original Diesel ",Comum,3.88,4.85
15927,3,76,"Original Etanol ",Comum,3.08,3.85
15929,4,77,"Ipimax Gasolina Aditivada",Aditivado,4.68,5.85
15930,6,77,"Ipimax Diesel S10 Aditivado",Aditivado,4.88,6.1
15931,5,77,"Ipimax Etanol Aditivado",Aditivado,4.08,5.1
15932,1,77,"Original gasolina",Comum,3.28,4.1
15933,2,77,"Original Diesel ",Comum,3.88,4.85
15934,3,77,"Original Etanol ",Comum,3.08,3.85
15936,4,78,"Ipimax Gasolina Aditivada",Aditivado,4.68,5.85
15937,6,78,"Ipimax Diesel S10 Aditivado",Aditivado,4.88,6.1
15938,5,78,"Ipimax Etanol Aditivado",Aditivado,4.08,5.1
15939,1,78,"Original gasolina",Comum,3.28,4.1
15940,2,78,"Original Diesel ",Comum,3.88,4.85
15941,3,78,"Original Etanol ",Comum,3.08,3.85
15943,4,79,"Ipimax Gasolina Aditivada",Aditivado,4.68,5.85
15944,6,79,"Ipimax Diesel S10 Aditivado",Aditivado,4.88,6.1
15945,5,79,"Ipimax Etanol Aditivado",Aditivado,4.08,5.1
15946,1,79,"Original gasolina",Comum,3.28,4.1
15947,2,79,"Original Diesel ",Comum,3.88,4.85
15948,3,79,"Original Etanol ",Comum,3.08,3.85
15950,4,80,"Ipimax Gasolina Aditivada",Aditivado,4.68,5.85
15951,6,80,"Ipimax Diesel S10 Aditivado",Aditivado,4.88,6.1
15952,5,80,"Ipimax Etanol Aditivado",Aditivado,4.08,5.1
15953,1,80,"Original gasolina",Comum,3.28,4.1
15954,2,80,"Original Diesel ",Comum,3.88,4.85
15955,3,80,"Original Etanol ",Comum,3.08,3.85
15957,4,81,"Ipimax Gasolina Aditivada",Aditivado,4.68,5.85
15958,6,81,"Ipimax Diesel S10 Aditivado",Aditivado,4.88,6.1
15959,5,81,"Ipimax Etanol Aditivado",Aditivado,4.08,5.1
15960,1,81,"Original gasolina",Comum,3.28,4.1
15961,2,81,"Original Diesel ",Comum,3.88,4.85
15962,3,81,"Original Etanol ",Comum,3.08,3.85
15964,4,82,"Ipimax Gasolina Aditivada",Aditivado,4.68,5.85
15965,6,82,"Ipimax Diesel S10 Aditivado",Aditivado,4.88,6.1
15966,5,82,"Ipimax Etanol Aditivado",Aditivado,4.08,5.1
15967,1,82,"Original gasolina",Comum,3.28,4.1
15968,2,82,"Original Diesel ",Comum,3.88,4.85
15969,3,82,"Original Etanol ",Comum,3.08,3.85
15971,4,83,"Ipimax Gasolina Aditivada",Aditivado,4.68,5.85
15972,6,83,"Ipimax Diesel S10 Aditivado",Aditivado,4.88,6.1
15973,5,83,"Ipimax Etanol Aditivado",Aditivado,4.08,5.1
15974,1,83,"Original gasolina",Comum,3.28,4.1
15975,2,83,"Original Diesel ",Comum,3.88,4.85
15976,3,83,"Original Etanol ",Comum,3.08,3.85
15978,4,84,"Ipimax Gasolina Aditivada",Aditivado,4.68,5.85
15979,6,84,"Ipimax Diesel S10 Aditivado",Aditivado,4.88,6.1
15980,5,84,"Ipimax Etanol Aditivado",Aditivado,4.08,5.1
15981,1,84,"Original gasolina",Comum,3.28,4.1
15982,2,84,"Original Diesel ",Comum,3.88,4.85
15983,3,84,"Original Etanol ",Comum,3.08,3.85
15985,4,85,"Ipimax Gasolina Aditivada",Aditivado,4.68,5.85
15986,6,85,"Ipimax Diesel S10 Aditivado",Aditivado,4.88,6.1
15987,5,85,"Ipimax Etanol Aditivado",Aditivado,4.08,5.1
15988,1,85,"Original gasolina",Comum,3.28,4.1
15989,2,85,"Original Diesel ",Comum,3.88,4.85
15990,3,85,"Original Etanol ",Comum,3.08,3.85
15992,4,86,"Ipimax Gasolina Aditivada",Aditivado,4.68,5.85
15993,6,86,"Ipimax Diesel S10 Aditivado",Aditivado,4.88,6.1
15994,5,86,"Ipimax Etanol Aditivado",Aditivado,4.08,5.1
15995,1,86,"Original gasolina",Comum,3.28,4.1
15996,2,86,"Original Diesel ",Comum,3.88,4.85
15997,3,86,"Original Etanol ",Comum,3.08,3.85
15999,4,87,"Ipimax Gasolina Aditivada",Aditivado,4.68,5.85
16000,6,87,"Ipimax Diesel S10 Aditivado",Aditivado,4.88,6.1
16001,5,87,"Ipimax Etanol Aditivado",Aditivado,4.08,5.1
16002,1,87,"Original gasolina",Comum,3.28,4.1
16003,2,87,"Original Diesel ",Comum,3.88,4.85
16004,3,87,"Original Etanol ",Comum,3.08,3.85
16006,4,88,"Ipimax Gasolina Aditivada",Aditivado,4.68,5.85
16007,6,88,"Ipimax Diesel S10 Aditivado",Aditivado,4.88,6.1
16008,5,88,"Ipimax Etanol Aditivado",Aditivado,4.08,5.1
16009,1,88,"Original gasolina",Comum,3.28,4.1
16010,2,88,"Original Diesel ",Comum,3.88,4.85
16011,3,88,"Original Etanol ",Comum,3.08,3.85
16013,4,89,"Ipimax Gasolina Aditivada",Aditivado,4.68,5.85
16014,6,89,"Ipimax Diesel S10 Aditivado",Aditivado,4.88,6.1
16015,5,89,"Ipimax Etanol Aditivado",Aditivado,4.08,5.1
16016,1,89,"Original gasolina",Comum,3.28,4.1
16017,2,89,"Original Diesel ",Comum,3.88,4.85
16018,3,89,"Original Etanol ",Comum,3.08,3.85
16020,4,90,"Ipimax Gasolina Aditivada",Aditivado,4.68,5.85
16021,6,90,"Ipimax Diesel S10 Aditivado",Aditivado,4.88,6.1
16022,5,90,"Ipimax Etanol Aditivado",Aditivado,4.08,5.1
16023,1,90,"Original gasolina",Comum,3.28,4.1
16024,2,90,"Original Diesel ",Comum,3.88,4.85
16025,3,90,"Original Etanol ",Comum,3.08,3.85
16027,4,91,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16029,5,91,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16030,1,91,"Original gasolina",Comum,3.45,4.3125
16031,2,91,"Original Diesel ",Comum,4.08,5.1
16032,3,91,"Original Etanol ",Comum,3.24,4.05
16034,4,92,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16036,5,92,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16037,1,92,"Original gasolina",Comum,3.45,4.3125
16038,2,92,"Original Diesel ",Comum,4.08,5.1
16039,3,92,"Original Etanol ",Comum,3.24,4.05
16041,4,93,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16043,5,93,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16044,1,93,"Original gasolina",Comum,3.45,4.3125
16045,2,93,"Original Diesel ",Comum,4.08,5.1
16046,3,93,"Original Etanol ",Comum,3.24,4.05
16048,4,94,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16050,5,94,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16051,1,94,"Original gasolina",Comum,3.45,4.3125
16052,2,94,"Original Diesel ",Comum,4.08,5.1
16053,3,94,"Original Etanol ",Comum,3.24,4.05
16055,4,95,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16057,5,95,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16058,1,95,"Original gasolina",Comum,3.45,4.3125
16059,2,95,"Original Diesel ",Comum,4.08,5.1
16060,3,95,"Original Etanol ",Comum,3.24,4.05
16062,4,96,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16064,5,96,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16065,1,96,"Original gasolina",Comum,3.45,4.3125
16066,2,96,"Original Diesel ",Comum,4.08,5.1
16067,3,96,"Original Etanol ",Comum,3.24,4.05
16069,4,97,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16071,5,97,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16072,1,97,"Original gasolina",Comum,3.45,4.3125
16073,2,97,"Original Diesel ",Comum,4.08,5.1
16074,3,97,"Original Etanol ",Comum,3.24,4.05
16076,4,98,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16078,5,98,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16079,1,98,"Original gasolina",Comum,3.45,4.3125
16080,2,98,"Original Diesel ",Comum,4.08,5.1
16081,3,98,"Original Etanol ",Comum,3.24,4.05
16083,4,99,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16085,5,99,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16086,1,99,"Original gasolina",Comum,3.45,4.3125
16087,2,99,"Original Diesel ",Comum,4.08,5.1
16088,3,99,"Original Etanol ",Comum,3.24,4.05
16090,4,100,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16092,5,100,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16093,1,100,"Original gasolina",Comum,3.45,4.3125
16094,2,100,"Original Diesel ",Comum,4.08,5.1
16095,3,100,"Original Etanol ",Comum,3.24,4.05
16097,4,101,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16099,5,101,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16100,1,101,"Original gasolina",Comum,3.45,4.3125
16101,2,101,"Original Diesel ",Comum,4.08,5.1
16102,3,101,"Original Etanol ",Comum,3.24,4.05
16104,4,102,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16106,5,102,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16107,1,102,"Original gasolina",Comum,3.45,4.3125
16108,2,102,"Original Diesel ",Comum,4.08,5.1
16109,3,102,"Original Etanol ",Comum,3.24,4.05
16111,4,103,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16113,5,103,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16114,1,103,"Original gasolina",Comum,3.45,4.3125
16115,2,103,"Original Diesel ",Comum,4.08,5.1
16116,3,103,"Original Etanol ",Comum,3.24,4.05
16118,4,104,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16120,5,104,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16121,1,104,"Original gasolina",Comum,3.45,4.3125
16122,2,104,"Original Diesel ",Comum,4.08,5.1
16123,3,104,"Original Etanol ",Comum,3.24,4.05
16125,4,105,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16127,5,105,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16128,1,105,"Original gasolina",Comum,3.45,4.3125
16129,2,105,"Original Diesel ",Comum,4.08,5.1
16130,3,105,"Original Etanol ",Comum,3.24,4.05
16132,4,106,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16134,5,106,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16135,1,106,"Original gasolina",Comum,3.45,4.3125
16136,2,106,"Original Diesel ",Comum,4.08,5.1
16137,3,106,"Original Etanol ",Comum,3.24,4.05
16139,4,107,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16141,5,107,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16142,1,107,"Original gasolina",Comum,3.45,4.3125
16143,2,107,"Original Diesel ",Comum,4.08,5.1
16144,3,107,"Original Etanol ",Comum,3.24,4.05
16146,4,108,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16148,5,108,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16149,1,108,"Original gasolina",Comum,3.45,4.3125
16150,2,108,"Original Diesel ",Comum,4.08,5.1
16151,3,108,"Original Etanol ",Comum,3.24,4.05
16153,4,109,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16155,5,109,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16156,1,109,"Original gasolina",Comum,3.45,4.3125
16157,2,109,"Original Diesel ",Comum,4.08,5.1
16158,3,109,"Original Etanol ",Comum,3.24,4.05
16160,4,110,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16162,5,110,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16163,1,110,"Original gasolina",Comum,3.45,4.3125
16164,2,110,"Original Diesel ",Comum,4.08,5.1
16165,3,110,"Original Etanol ",Comum,3.24,4.05
16167,4,111,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16169,5,111,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16170,1,111,"Original gasolina",Comum,3.45,4.3125
16171,2,111,"Original Diesel ",Comum,4.08,5.1
16172,3,111,"Original Etanol ",Comum,3.24,4.05
16174,4,112,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16176,5,112,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16177,1,112,"Original gasolina",Comum,3.45,4.3125
16178,2,112,"Original Diesel ",Comum,4.08,5.1
16179,3,112,"Original Etanol ",Comum,3.24,4.05
16181,4,113,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16183,5,113,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16184,1,113,"Original gasolina",Comum,3.45,4.3125
16185,2,113,"Original Diesel ",Comum,4.08,5.1
16186,3,113,"Original Etanol ",Comum,3.24,4.05
16188,4,114,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16190,5,114,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16191,1,114,"Original gasolina",Comum,3.45,4.3125
16192,2,114,"Original Diesel ",Comum,4.08,5.1
16193,3,114,"Original Etanol ",Comum,3.24,4.05
16195,4,115,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16197,5,115,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16198,1,115,"Original gasolina",Comum,3.45,4.3125
16199,2,115,"Original Diesel ",Comum,4.08,5.1
16200,3,115,"Original Etanol ",Comum,3.24,4.05
16202,4,116,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16204,5,116,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16205,1,116,"Original gasolina",Comum,3.45,4.3125
16206,2,116,"Original Diesel ",Comum,4.08,5.1
16207,3,116,"Original Etanol ",Comum,3.24,4.05
16209,4,117,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16211,5,117,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16212,1,117,"Original gasolina",Comum,3.45,4.3125
16213,2,117,"Original Diesel ",Comum,4.08,5.1
16214,3,117,"Original Etanol ",Comum,3.24,4.05
16216,4,118,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16218,5,118,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16219,1,118,"Original gasolina",Comum,3.45,4.3125
16220,2,118,"Original Diesel ",Comum,4.08,5.1
16221,3,118,"Original Etanol ",Comum,3.24,4.05
16223,4,119,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16225,5,119,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16226,1,119,"Original gasolina",Comum,3.45,4.3125
16227,2,119,"Original Diesel ",Comum,4.08,5.1
16228,3,119,"Original Etanol ",Comum,3.24,4.05
16230,4,120,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16232,5,120,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16233,1,120,"Original gasolina",Comum,3.45,4.3125
16234,2,120,"Original Diesel ",Comum,4.08,5.1
16235,3,120,"Original Etanol ",Comum,3.24,4.05
16237,4,121,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16239,5,121,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16240,1,121,"Original gasolina",Comum,3.45,4.3125
16241,2,121,"Original Diesel ",Comum,4.08,5.1
16242,3,121,"Original Etanol ",Comum,3.24,4.05
16244,4,122,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16246,5,122,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16247,1,122,"Original gasolina",Comum,3.45,4.3125
16248,2,122,"Original Diesel ",Comum,4.08,5.1
16249,3,122,"Original Etanol ",Comum,3.24,4.05
16251,4,123,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16253,5,123,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16254,1,123,"Original gasolina",Comum,3.45,4.3125
16255,2,123,"Original Diesel ",Comum,4.08,5.1
16256,3,123,"Original Etanol ",Comum,3.24,4.05
16258,4,124,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16260,5,124,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16261,1,124,"Original gasolina",Comum,3.45,4.3125
16262,2,124,"Original Diesel ",Comum,4.08,5.1
16263,3,124,"Original Etanol ",Comum,3.24,4.05
16265,4,125,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16267,5,125,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16268,1,125,"Original gasolina",Comum,3.45,4.3125
16269,2,125,"Original Diesel ",Comum,4.08,5.1
16270,3,125,"Original Etanol ",Comum,3.24,4.05
16272,4,126,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16274,5,126,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16275,1,126,"Original gasolina",Comum,3.45,4.3125
16276,2,126,"Original Diesel ",Comum,4.08,5.1
16277,3,126,"Original Etanol ",Comum,3.24,4.05
16279,4,127,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16281,5,127,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16282,1,127,"Original gasolina",Comum,3.45,4.3125
16283,2,127,"Original Diesel ",Comum,4.08,5.1
16284,3,127,"Original Etanol ",Comum,3.24,4.05
16286,4,128,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16288,5,128,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16289,1,128,"Original gasolina",Comum,3.45,4.3125
16290,2,128,"Original Diesel ",Comum,4.08,5.1
16291,3,128,"Original Etanol ",Comum,3.24,4.05
16293,4,129,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16295,5,129,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16296,1,129,"Original gasolina",Comum,3.45,4.3125
16297,2,129,"Original Diesel ",Comum,4.08,5.1
16298,3,129,"Original Etanol ",Comum,3.24,4.05
16300,4,130,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16302,5,130,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16303,1,130,"Original gasolina",Comum,3.45,4.3125
16304,2,130,"Original Diesel ",Comum,4.08,5.1
16305,3,130,"Original Etanol ",Comum,3.24,4.05
16307,4,131,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16309,5,131,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16310,1,131,"Original gasolina",Comum,3.45,4.3125
16311,2,131,"Original Diesel ",Comum,4.08,5.1
16312,3,131,"Original Etanol ",Comum,3.24,4.05
16314,4,132,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16316,5,132,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16317,1,132,"Original gasolina",Comum,3.45,4.3125
16318,2,132,"Original Diesel ",Comum,4.08,5.1
16319,3,132,"Original Etanol ",Comum,3.24,4.05
16321,4,133,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16323,5,133,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16324,1,133,"Original gasolina",Comum,3.45,4.3125
16325,2,133,"Original Diesel ",Comum,4.08,5.1
16326,3,133,"Original Etanol ",Comum,3.24,4.05
16328,4,134,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16330,5,134,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16331,1,134,"Original gasolina",Comum,3.45,4.3125
16332,2,134,"Original Diesel ",Comum,4.08,5.1
16333,3,134,"Original Etanol ",Comum,3.24,4.05
16335,4,135,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16337,5,135,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16338,1,135,"Original gasolina",Comum,3.45,4.3125
16339,2,135,"Original Diesel ",Comum,4.08,5.1
16340,3,135,"Original Etanol ",Comum,3.24,4.05
16342,4,136,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16344,5,136,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16345,1,136,"Original gasolina",Comum,3.45,4.3125
16346,2,136,"Original Diesel ",Comum,4.08,5.1
16347,3,136,"Original Etanol ",Comum,3.24,4.05
16349,4,137,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16351,5,137,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16352,1,137,"Original gasolina",Comum,3.45,4.3125
16353,2,137,"Original Diesel ",Comum,4.08,5.1
16354,3,137,"Original Etanol ",Comum,3.24,4.05
16356,4,138,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16358,5,138,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16359,1,138,"Original gasolina",Comum,3.45,4.3125
16360,2,138,"Original Diesel ",Comum,4.08,5.1
16361,3,138,"Original Etanol ",Comum,3.24,4.05
16363,4,139,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16365,5,139,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16366,1,139,"Original gasolina",Comum,3.45,4.3125
16367,2,139,"Original Diesel ",Comum,4.08,5.1
16368,3,139,"Original Etanol ",Comum,3.24,4.05
16370,4,140,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16372,5,140,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16373,1,140,"Original gasolina",Comum,3.45,4.3125
16374,2,140,"Original Diesel ",Comum,4.08,5.1
16375,3,140,"Original Etanol ",Comum,3.24,4.05
16377,4,141,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16379,5,141,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16380,1,141,"Original gasolina",Comum,3.45,4.3125
16381,2,141,"Original Diesel ",Comum,4.08,5.1
16382,3,141,"Original Etanol ",Comum,3.24,4.05
16384,4,142,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16386,5,142,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16387,1,142,"Original gasolina",Comum,3.45,4.3125
16388,2,142,"Original Diesel ",Comum,4.08,5.1
16389,3,142,"Original Etanol ",Comum,3.24,4.05
16391,4,143,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16393,5,143,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16394,1,143,"Original gasolina",Comum,3.45,4.3125
16395,2,143,"Original Diesel ",Comum,4.08,5.1
16396,3,143,"Original Etanol ",Comum,3.24,4.05
16398,4,144,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16400,5,144,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16401,1,144,"Original gasolina",Comum,3.45,4.3125
16402,2,144,"Original Diesel ",Comum,4.08,5.1
16403,3,144,"Original Etanol ",Comum,3.24,4.05
16405,4,145,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16407,5,145,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16408,1,145,"Original gasolina",Comum,3.45,4.3125
16409,2,145,"Original Diesel ",Comum,4.08,5.1
16410,3,145,"Original Etanol ",Comum,3.24,4.05
16412,4,146,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16414,5,146,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16415,1,146,"Original gasolina",Comum,3.45,4.3125
16416,2,146,"Original Diesel ",Comum,4.08,5.1
16417,3,146,"Original Etanol ",Comum,3.24,4.05
16419,4,147,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16421,5,147,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16422,1,147,"Original gasolina",Comum,3.45,4.3125
16423,2,147,"Original Diesel ",Comum,4.08,5.1
16424,3,147,"Original Etanol ",Comum,3.24,4.05
16426,4,148,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16428,5,148,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16429,1,148,"Original gasolina",Comum,3.45,4.3125
16430,2,148,"Original Diesel ",Comum,4.08,5.1
16431,3,148,"Original Etanol ",Comum,3.24,4.05
16433,4,149,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16435,5,149,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16436,1,149,"Original gasolina",Comum,3.45,4.3125
16437,2,149,"Original Diesel ",Comum,4.08,5.1
16438,3,149,"Original Etanol ",Comum,3.24,4.05
16440,4,150,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16442,5,150,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16443,1,150,"Original gasolina",Comum,3.45,4.3125
16444,2,150,"Original Diesel ",Comum,4.08,5.1
16445,3,150,"Original Etanol ",Comum,3.24,4.05
16447,4,151,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16449,5,151,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16450,1,151,"Original gasolina",Comum,3.45,4.3125
16451,2,151,"Original Diesel ",Comum,4.08,5.1
16452,3,151,"Original Etanol ",Comum,3.24,4.05
16454,4,152,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16456,5,152,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16457,1,152,"Original gasolina",Comum,3.45,4.3125
16458,2,152,"Original Diesel ",Comum,4.08,5.1
16459,3,152,"Original Etanol ",Comum,3.24,4.05
16461,4,153,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16463,5,153,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16464,1,153,"Original gasolina",Comum,3.45,4.3125
