id_venda,id_data,id_posto,id_func,id_comb,qtd_lts,valor_venda
235429,401,1,11354,3,97.47,403.28
241140,402,1,11354,6,224.53,1473.48
241141,402,1,11354,1,20.59,90.85
241142,402,1,11354,1,36.85,162.60
241143,402,1,11354,1,20.56,90.72
241144,402,1,11354,3,66.79,276.34
241145,402,1,11354,2,634.56,3307.64
241146,402,1,11354,4,39.25,246.78
241147,402,1,11354,4,79.54,500.11
241148,402,1,11354,2,131.39,684.87
241149,402,1,11354,5,32.96,180.87
241150,402,1,11354,7,96.84,712.98
241151,402,1,11354,4,39.6,248.98
241152,402,1,11354,2,292.27,1523.46
241153,402,1,11354,4,77.74,488.79
241154,402,1,11354,3,26.34,108.98
241155,402,1,11354,5,59.66,327.38
241156,402,1,11354,6,141.83,930.76
241157,402,1,11354,6,335.32,2200.54
241158,402,1,11354,3,34.37,142.21
246840,403,1,11354,1,15.61,68.88
246841,403,1,11354,5,9.01,49.44
246842,403,1,11354,5,61.67,338.41
246843,403,1,11354,7,16.78,123.54
246844,403,1,11354,3,57.01,235.88
246845,403,1,11354,2,599.63,3125.57
246846,403,1,11354,4,89.86,564.99
246847,403,1,11354,3,27.81,115.06
246848,403,1,11354,7,39.14,288.17
246849,403,1,11354,5,24.58,134.88
246850,403,1,11354,5,19.97,109.59
246851,403,1,11354,5,68.18,374.14
246852,403,1,11354,3,71.05,293.97
246853,403,1,11354,5,73.94,405.75
246854,403,1,11354,3,11.6,47.99
252553,404,1,11354,1,76.47,337.42
252554,404,1,11354,6,698.19,4581.87
252555,404,1,11354,3,54.37,224.96
252556,404,1,11354,2,671.77,3501.60
252557,404,1,11354,6,162.17,1064.24
252558,404,1,11354,1,81.88,361.30
252559,404,1,11354,5,9.29,50.98
252560,404,1,11354,1,7.02,30.98
252561,404,1,11354,4,59.58,374.61
252562,404,1,11354,1,88.74,391.57
252563,404,1,11354,1,61.25,270.27
252564,404,1,11354,6,23.65,155.20
252565,404,1,11354,3,75.59,312.75
252566,404,1,11354,1,19.6,86.48
252567,404,1,11354,5,15.84,86.92
252568,404,1,11354,5,62.57,343.35
252569,404,1,11354,2,222.23,1158.37
252570,404,1,11354,3,21.53,89.08
252571,404,1,11354,1,32.1,141.64
258230,405,1,11354,2,532.33,2774.77
258231,405,1,11354,2,106.32,554.19
258232,405,1,11354,1,77.47,341.84
258233,405,1,11354,5,44.18,242.44
258234,405,1,11354,5,80.5,441.74
258235,405,1,11354,1,50.73,223.85
258236,405,1,11354,6,305.17,2002.68
258237,405,1,11354,4,53.05,333.55
258238,405,1,11354,5,82.95,455.19
258239,405,1,11354,2,360.08,1876.92
258240,405,1,11354,4,81.48,512.31
258241,405,1,11354,1,8.56,37.77
258242,405,1,11354,7,27.75,204.31
258243,405,1,11354,7,31.55,232.29
258244,405,1,11354,2,881.77,4596.23
263922,406,1,11354,6,305.6,2005.50
263923,406,1,11354,1,31.25,137.89
263924,406,1,11354,2,677.65,3532.25
263925,406,1,11354,5,26.46,145.20
263926,406,1,11354,2,712.64,3714.64
263927,406,1,11354,5,13.83,75.89
263928,406,1,11354,2,118.81,619.30
263929,406,1,11354,2,497.44,2592.91
263930,406,1,11354,4,49,308.09
263931,406,1,11354,3,59.92,247.92
263932,406,1,11354,7,48.1,354.14
263933,406,1,11354,3,66.48,275.06
263934,406,1,11354,6,266.11,1746.35
263935,406,1,11354,4,27.8,174.79
263936,406,1,11354,7,93.38,687.51
263937,406,1,11354,1,77.81,343.34
263938,406,1,11354,1,19.97,88.12
263939,406,1,11354,6,311.37,2043.37
269665,407,1,11354,3,40.51,167.61
269666,407,1,11354,3,43.04,178.08
269667,407,1,11354,4,5,31.44
269668,407,1,11354,4,73.01,459.05
269669,407,1,11354,3,7.25,30.00
269670,407,1,11354,3,45.79,189.46
269671,407,1,11354,2,765.83,3991.89
269672,407,1,11354,7,34.18,251.65
269673,407,1,11354,2,690.88,3601.21
269674,407,1,11354,6,425.78,2794.18
269675,407,1,11354,7,36.53,268.95
269676,407,1,11354,2,507.95,2647.69
269677,407,1,11354,1,51.46,227.07
269678,407,1,11354,4,48.67,306.01
269679,407,1,11354,1,64.15,283.06
269680,407,1,11354,3,17.51,72.45
269681,407,1,11354,3,66.14,273.65
269682,407,1,11354,4,50.94,320.29
269683,407,1,11354,1,28.01,123.59
275371,408,1,11354,4,72.42,455.34
275372,408,1,11354,6,232.08,1523.03
275373,408,1,11354,1,70.21,309.80
275374,408,1,11354,7,18.29,134.66
275375,408,1,11354,6,427.76,2807.17
275376,408,1,11354,7,69.56,512.14
275377,408,1,11354,4,70.89,445.72
275378,408,1,11354,1,55.28,243.92
275379,408,1,11354,6,62.83,412.32
275380,408,1,11354,4,35.27,221.76
275381,408,1,11354,7,98.15,722.63
275382,408,1,11354,1,9.24,40.77
275383,408,1,11354,5,9.8,53.78
275384,408,1,11354,3,56.82,235.09
275385,408,1,11354,4,29.29,184.16
275386,408,1,11354,5,64.99,356.63
275387,408,1,11354,3,76.06,314.70
281061,409,1,11354,7,73.69,542.54
281062,409,1,11354,5,67.98,373.04
281063,409,1,11354,1,63.66,280.90
281064,409,1,11354,1,76.24,336.41
281065,409,1,11354,6,453.12,2973.60
281066,409,1,11354,7,64.66,476.06
281067,409,1,11354,1,64.46,284.43
281068,409,1,11354,1,55.09,243.08
281069,409,1,11354,4,55.99,352.04
281070,409,1,11354,6,335.61,2202.44
281071,409,1,11354,4,59.73,375.55
281072,409,1,11354,7,60.34,444.25
281073,409,1,11354,5,48.49,266.09
281074,409,1,11354,5,5.28,28.97
281075,409,1,11354,5,69.78,382.92
281076,409,1,11354,4,57.98,364.55
281077,409,1,11354,2,78.2,407.62
281078,409,1,11354,1,34.76,153.38
281079,409,1,11354,4,14.31,89.97
281080,409,1,11354,3,73.35,303.49
286783,410,1,11354,3,8.94,36.99
286784,410,1,11354,3,20.38,84.32
286785,410,1,11354,4,40.02,251.63
286786,410,1,11354,2,681.05,3549.97
286787,410,1,11354,6,410.97,2696.99
286788,410,1,11354,4,58.4,367.19
286789,410,1,11354,6,59.62,391.26
286790,410,1,11354,4,64.42,405.04
286791,410,1,11354,1,36.61,161.54
286792,410,1,11354,5,59.31,325.46
286793,410,1,11354,7,63.97,470.98
286794,410,1,11354,6,949.5,6231.09
286795,410,1,11354,1,43.54,192.12
286796,410,1,11354,6,26.88,176.40
286797,410,1,11354,1,25.09,110.71
286798,410,1,11354,5,14.48,79.46
286799,410,1,11354,7,47.38,348.84
286800,410,1,11354,2,317.73,1656.17
286801,410,1,11354,7,78.75,579.80
286802,410,1,11354,4,14.21,89.35
286803,410,1,11354,1,74.6,329.17
292426,411,1,11354,5,20.91,114.74
292427,411,1,11354,6,903.11,5926.66
292428,411,1,11354,3,7.13,29.50
292429,411,1,11354,1,78.37,345.81
292430,411,1,11354,1,8.15,35.96
292431,411,1,11354,1,75.33,332.39
292432,411,1,11354,3,37.97,157.10
292433,411,1,11354,2,117.51,612.52
292434,411,1,11354,2,325.32,1695.73
292435,411,1,11354,1,96.52,425.89
292436,411,1,11354,6,134.21,880.75
292437,411,1,11354,6,309.21,2029.19
292438,411,1,11354,2,870.77,4538.89
292439,411,1,11354,7,92.31,679.63
292440,411,1,11354,6,12.59,82.62
298147,412,1,11354,7,16.81,123.76
298148,412,1,11354,2,861.82,4492.24
298149,412,1,11354,6,16.25,106.64
298150,412,1,11354,7,8.07,59.42
298151,412,1,11354,5,11.77,64.59
298152,412,1,11354,3,34.9,144.40
298153,412,1,11354,2,384.9,2006.29
298154,412,1,11354,3,93.48,386.77
298155,412,1,11354,4,75.61,475.40
298156,412,1,11354,1,73.94,326.26
298157,412,1,11354,4,16.67,104.81
298158,412,1,11354,6,859.96,5643.49
298159,412,1,11354,3,63.52,262.81
298160,412,1,11354,2,782.78,4080.24
298161,412,1,11354,3,89.41,369.93
298162,412,1,11354,4,21.1,132.67
298163,412,1,11354,7,34.03,250.55
298164,412,1,11354,1,74.4,328.29
298165,412,1,11354,1,25.86,114.11
298166,412,1,11354,7,63.63,468.48
303865,413,1,11354,3,71.86,297.32
303866,413,1,11354,7,42.55,313.27
303867,413,1,11354,4,19.17,120.53
303868,413,1,11354,2,583.18,3039.83
303869,413,1,11354,6,378.29,2482.53
303870,413,1,11354,2,672.78,3506.87
303871,413,1,11354,6,836.66,5490.58
303872,413,1,11354,6,927.92,6089.47
303873,413,1,11354,5,42.58,233.66
303874,413,1,11354,3,22.31,92.31
303875,413,1,11354,2,534.72,2787.23
303876,413,1,11354,2,459.01,2392.59
303877,413,1,11354,6,367.55,2412.05
303878,413,1,11354,5,51.41,282.11
303879,413,1,11354,6,966.65,6343.64
303880,413,1,11354,7,31.52,232.07
303881,413,1,11354,3,16.52,68.35
303882,413,1,11354,4,18.2,114.43
303883,413,1,11354,5,9.76,53.56
309508,414,1,11354,2,387.69,2020.83
309509,414,1,11354,2,728.28,3796.16
309510,414,1,11354,7,49.89,367.32
309511,414,1,11354,7,53.1,390.95
309512,414,1,11354,1,64.01,282.44
309513,414,1,11354,1,64,282.40
309514,414,1,11354,7,7.97,58.68
309515,414,1,11354,4,62.88,395.36
309516,414,1,11354,7,51.3,377.70
309517,414,1,11354,6,945.74,6206.42
309518,414,1,11354,1,28.73,126.77
309519,414,1,11354,6,608.02,3990.13
309520,414,1,11354,4,87.15,547.96
309521,414,1,11354,6,529.74,3476.42
309522,414,1,11354,6,354.33,2325.29
309523,414,1,11354,3,24.2,100.13
315179,415,1,11354,6,85.29,559.72
315180,415,1,11354,6,555.98,3648.62
315181,415,1,11354,3,30.59,126.57
315182,415,1,11354,3,5.24,21.68
315183,415,1,11354,2,602.25,3139.23
315184,415,1,11354,7,50.87,374.53
315185,415,1,11354,6,704.78,4625.12
315186,415,1,11354,3,49.8,206.05
315187,415,1,11354,4,37.34,234.78
315188,415,1,11354,7,43.94,323.51
315189,415,1,11354,4,38.07,239.37
315190,415,1,11354,5,88.98,488.28
315191,415,1,11354,4,89.59,563.30
315192,415,1,11354,5,60.82,333.75
315193,415,1,11354,6,912.06,5985.39
315194,415,1,11354,7,6.16,45.35
315195,415,1,11354,2,667.07,3477.10
315196,415,1,11354,4,70.14,441.01
315197,415,1,11354,2,958.66,4997.02
315198,415,1,11354,5,25.26,138.61
315199,415,1,11354,7,61.76,454.71
320990,416,1,11354,3,78.46,324.63
320991,416,1,11354,4,54.26,341.16
320992,416,1,11354,1,45.24,199.62
320993,416,1,11354,2,452.24,2357.30
320994,416,1,11354,2,299.24,1559.79
320995,416,1,11354,5,97.58,535.47
320996,416,1,11354,3,82.18,340.02
320997,416,1,11354,3,63.76,263.81
320998,416,1,11354,1,96.42,425.45
320999,416,1,11354,5,16.92,92.85
321000,416,1,11354,4,72.85,458.04
321001,416,1,11354,6,290.96,1909.42
321002,416,1,11354,3,23.57,97.52
321003,416,1,11354,4,43.08,270.87
321004,416,1,11354,4,43.7,274.76
321005,416,1,11354,1,68.09,300.45
321006,416,1,11354,1,46.25,204.08
326703,417,1,11354,6,744.33,4884.67
326704,417,1,11354,4,15.4,96.83
326705,417,1,11354,4,83.72,526.39
326706,417,1,11354,4,88.62,557.20
326707,417,1,11354,7,16.51,121.55
326708,417,1,11354,7,54.86,403.91
326709,417,1,11354,4,25.67,161.40
326710,417,1,11354,2,978.02,5097.93
326711,417,1,11354,1,20.59,90.85
326712,417,1,11354,5,52.88,290.18
326713,417,1,11354,6,262.7,1723.97
326714,417,1,11354,6,991.23,6504.95
326715,417,1,11354,1,84.22,371.62
326716,417,1,11354,1,47.12,207.92
326717,417,1,11354,5,75.05,411.84
326718,417,1,11354,6,978.29,6420.03
326719,417,1,11354,3,50.81,210.23
332374,418,1,11354,4,12.97,81.55
332375,418,1,11354,4,60.96,383.29
332376,418,1,11354,4,15.76,99.09
332377,418,1,11354,2,476.61,2484.33
332378,418,1,11354,4,11.23,70.61
332379,418,1,11354,3,94.58,391.32
332380,418,1,11354,6,353.94,2322.73
332381,418,1,11354,6,904.58,5936.31
332382,418,1,11354,1,17.49,77.17
332383,418,1,11354,5,24.64,135.21
332384,418,1,11354,4,55.29,347.64
332385,418,1,11354,4,44.88,282.18
332386,418,1,11354,7,80.54,592.98
332387,418,1,11354,1,44.54,196.53
332388,418,1,11354,1,36.59,161.45
332389,418,1,11354,4,89.52,562.86
332390,418,1,11354,7,82.17,604.98
332391,418,1,11354,7,29.97,220.65
332392,418,1,11354,3,74.07,306.46
332393,418,1,11354,5,48.18,264.39
332394,418,1,11354,2,60.39,314.78
338077,419,1,11354,2,63.13,329.07
338078,419,1,11354,3,18.01,74.52
338079,419,1,11354,7,96.2,708.27
